Gene_names,GO_IDs,GO_terms
RPS12,GO:1990904,ribonucleoprotein complex
VPS68,GO:0016020,membrane
VPS9,GO:0005085,guanyl-nucleotide exchange factor activity
VPS9,GO:0016192,vesicle-mediated transport
VPS9,GO:0043130,ubiquitin binding
MMS22,GO:0005634,nucleus
MMS22,GO:0006281,DNA repair
MMS22,GO:0031297,replication fork processing
ZIM17,GO:0008270,zinc ion binding
PHO2,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
PHO2,GO:0003677,DNA binding
PHO2,GO:0005634,nucleus
DBP3,GO:0003676,nucleic acid binding
DBP3,GO:0004386,helicase activity
DBP3,GO:0005524,ATP binding
DBP3,GO:0016787,hydrolase activity
RPL38,GO:0003735,structural constituent of ribosome
RPL38,GO:0005840,ribosome
RPL38,GO:0006412,translation
RPL38,GO:1990904,ribonucleoprotein complex
PTP3,GO:0004725,protein tyrosine phosphatase activity
PTP3,GO:0006470,protein dephosphorylation
AVT1,GO:0005774,vacuolar membrane
ACK1,GO:0016301,kinase activity
ACK1,GO:0016310,phosphorylation
HOS3,GO:0006355,regulation of DNA-templated transcription
GID8,GO:0045721,negative regulation of gluconeogenesis
NOP19,GO:0030686,90S preribosome
NOP19,GO:0042274,ribosomal small subunit biogenesis
MAD2,GO:0005634,nucleus
RRB1,GO:0005634,nucleus
VMA22,GO:0070072,vacuolar proton-transporting V-type ATPase complex assembly
ERG4,GO:0016020,membrane
ERG4,GO:0016126,sterol biosynthetic process
ERG4,GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor"
CDC25,GO:0005085,guanyl-nucleotide exchange factor activity
CDC25,GO:0007049,cell cycle
CDC25,GO:0007264,small GTPase mediated signal transduction
CDC25,GO:0051301,cell division
SSZ1,GO:0005524,ATP binding
SSZ1,GO:0140662,ATP-dependent protein folding chaperone
POM152,GO:0017056,structural constituent of nuclear pore
CHK1,GO:0004672,protein kinase activity
CHK1,GO:0005524,ATP binding
CHK1,GO:0006468,protein phosphorylation
RXT3,GO:0016575,histone deacetylation
SBA1,GO:0051879,Hsp90 protein binding
fnx1,GO:0016020,membrane
fnx1,GO:0022857,transmembrane transporter activity
ABF1,GO:0003677,DNA binding
ABF1,GO:0005634,nucleus
ABF1,GO:0006338,chromatin remodeling
GNT1-A,GO:0000139,Golgi membrane
GNT1-A,GO:0005774,vacuolar membrane
GNT1-A,GO:0016740,transferase activity
YKE4,GO:0016020,membrane
YKE4,GO:0046915,transition metal ion transmembrane transporter activity
IKS1,GO:0004672,protein kinase activity
IKS1,GO:0005524,ATP binding
IKS1,GO:0006468,protein phosphorylation
IKS1,GO:0016020,membrane
fap2,GO:0016491,oxidoreductase activity
fap2,GO:0050660,flavin adenine dinucleotide binding
RPS13,GO:0003735,structural constituent of ribosome
RPS13,GO:0005840,ribosome
RPS13,GO:0006412,translation
RPS13,GO:1990904,ribonucleoprotein complex
VPS33,GO:0016192,vesicle-mediated transport
HAL9,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
HAL9,GO:0003677,DNA binding
HAL9,GO:0008270,zinc ion binding
HSP104,GO:0005524,ATP binding
HSP104,GO:0016887,ATP hydrolysis activity
rplK,GO:0003735,structural constituent of ribosome
rplK,GO:0005840,ribosome
rplK,GO:0006412,translation
rplK,GO:1990904,ribonucleoprotein complex
DPB3,GO:0046982,protein heterodimerization activity
ced-10,GO:0003924,GTPase activity
ced-10,GO:0005525,GTP binding
ced-10,GO:0007264,small GTPase mediated signal transduction
OAF1,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
OAF1,GO:0008270,zinc ion binding
DET1,GO:0003824,catalytic activity
EMP70,GO:0016020,membrane
SGM1,GO:0005794,Golgi apparatus
ARP6,GO:0043229,intracellular organelle
KRE5,GO:0003980,UDP-glucose:glycoprotein glucosyltransferase activity
KRE5,GO:0005788,endoplasmic reticulum lumen
KRE5,GO:0006486,protein glycosylation
MRS2,GO:0005743,mitochondrial inner membrane
MRS2,GO:0006811,monoatomic ion transport
DUS1,GO:0006397,mRNA processing
DUS1,GO:0017150,tRNA dihydrouridine synthase activity
DUS1,GO:0050660,flavin adenine dinucleotide binding
VAM6,GO:0016192,vesicle-mediated transport
NIT3,GO:0006807,nitrogen compound metabolic process
NIT3,GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
NPY1,GO:0016787,hydrolase activity
MKK1,GO:0004672,protein kinase activity
MKK1,GO:0005524,ATP binding
MKK1,GO:0006468,protein phosphorylation
SAC6,GO:0005509,calcium ion binding
SAC6,GO:0051015,actin filament binding
SAC6,GO:0051017,actin filament bundle assembly
REX3,GO:0003676,nucleic acid binding
REX3,GO:0004527,exonuclease activity
MCT1,GO:0016740,transferase activity
RRP17,GO:0005730,nucleolus
LEA1,GO:0000398,"mRNA splicing, via spliceosome"
LEA1,GO:0030620,U2 snRNA binding
LEA1,GO:1990904,ribonucleoprotein complex
STE13,GO:0004177,aminopeptidase activity
STE13,GO:0006508,proteolysis
STE13,GO:0008236,serine-type peptidase activity
STE13,GO:0016020,membrane
SYF1,GO:0000398,"mRNA splicing, via spliceosome"
SYF1,GO:0005681,spliceosomal complex
ALE1,GO:0016020,membrane
ALE1,GO:0016746,acyltransferase activity
RAD30,GO:0003684,damaged DNA binding
RAD30,GO:0005634,nucleus
RAD30,GO:0070987,error-free translesion synthesis
STE4,GO:0007165,signal transduction
DDP1,GO:0016787,hydrolase activity
SRC1,GO:0003682,chromatin binding
SRC1,GO:0005637,nuclear inner membrane
RPS28,GO:0003735,structural constituent of ribosome
RPS28,GO:0005840,ribosome
RPS28,GO:0006412,translation
FRA2,GO:0051537,"2 iron, 2 sulfur cluster binding"
FRA2,GO:0097428,protein maturation by iron-sulfur cluster transfer
LCB5,GO:0016310,phosphorylation
LCB5,GO:0017050,D-erythro-sphingosine kinase activity
YOX1,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
YOX1,GO:0003677,DNA binding
YOX1,GO:0005634,nucleus
VID30,GO:0045721,negative regulation of gluconeogenesis
RPS17A,GO:0003735,structural constituent of ribosome
RPS17A,GO:0005840,ribosome
RPS17A,GO:0006412,translation
RPS17A,GO:1990904,ribonucleoprotein complex
FEN2,GO:0016020,membrane
FEN2,GO:0022857,transmembrane transporter activity
KEG1,GO:0016020,membrane
FMP45,GO:0005886,plasma membrane
DOC1,GO:0005680,anaphase-promoting complex
DOC1,GO:0007049,cell cycle
DOC1,GO:0031145,anaphase-promoting complex-dependent catabolic process
DOC1,GO:0051301,cell division
RTF1,GO:0003677,DNA binding
UBX2,GO:0051603,proteolysis involved in protein catabolic process
GMH1,GO:0016020,membrane
ATE1,GO:0004057,arginyltransferase activity
IMP2',GO:0016020,membrane
SMB1,GO:0006807,nitrogen compound metabolic process
SMB1,GO:0043170,macromolecule metabolic process
SMB1,GO:0044238,primary metabolic process
SMB1,GO:1990904,ribonucleoprotein complex
ITT1,GO:0004842,ubiquitin-protein transferase activity
ITT1,GO:0046872,metal ion binding
FET3,GO:0005507,copper ion binding
FET3,GO:0006811,monoatomic ion transport
FET3,GO:0016020,membrane
FET3,GO:0016491,oxidoreductase activity
FET3,GO:0055072,obsolete iron ion homeostasis
OXP1,GO:0016787,hydrolase activity
IMD4,GO:0003938,IMP dehydrogenase activity
IMD4,GO:0006164,purine nucleotide biosynthetic process
IMD4,GO:0046872,metal ion binding
MRP20,GO:0003735,structural constituent of ribosome
MRP20,GO:0005840,ribosome
MRP20,GO:0006412,translation
MRP20,GO:1990904,ribonucleoprotein complex
CDC39,GO:0005634,nucleus
CDC39,GO:0017148,negative regulation of translation
CDC39,GO:0030015,CCR4-NOT core complex
VPS8,GO:0006623,protein targeting to vacuole
BUD6,GO:0005519,cytoskeletal regulatory protein binding
BUD6,GO:0110165,cellular anatomical entity
VRP1,GO:0003779,actin binding
VRP1,GO:0030479,actin cortical patch
fmo1,GO:0004499,"N,N-dimethylaniline monooxygenase activity"
fmo1,GO:0050660,flavin adenine dinucleotide binding
fmo1,GO:0050661,NADP binding
SGD1,GO:0003723,RNA binding
TOA1,GO:0003743,translation initiation factor activity
TOA1,GO:0005672,transcription factor TFIIA complex
TOA1,GO:0006367,transcription initiation at RNA polymerase II promoter
STE6,GO:0005524,ATP binding
STE6,GO:0016020,membrane
STE6,GO:0016887,ATP hydrolysis activity
STE6,GO:0140359,ABC-type transporter activity
PSO2,GO:0005634,nucleus
PSO2,GO:0006974,DNA damage response
QDR3,GO:0016020,membrane
QDR3,GO:0022857,transmembrane transporter activity
GEP3,GO:0005525,GTP binding
VPS21,GO:0003924,GTPase activity
VPS21,GO:0005525,GTP binding
HSM3,GO:0005737,cytoplasm
PIR1,GO:0005199,structural constituent of cell wall
TIM54,GO:0005743,mitochondrial inner membrane
DID4,GO:0005737,cytoplasm
DID4,GO:0043231,intracellular membrane-bounded organelle
DID4,GO:0045324,late endosome to vacuole transport
FBP26,GO:0003873,6-phosphofructo-2-kinase activity
FBP26,GO:0005524,ATP binding
FBP26,GO:0006000,fructose metabolic process
FBP26,GO:0006003,"fructose 2,6-bisphosphate metabolic process"
ASI1,GO:0016020,membrane
RSC2,GO:0003682,chromatin binding
RSC2,GO:0006303,double-strand break repair via nonhomologous end joining
RSC2,GO:0006338,chromatin remodeling
RSC2,GO:0006366,transcription by RNA polymerase II
RSC2,GO:0016586,RSC-type complex
ARN2,GO:0016020,membrane
ARN2,GO:0022857,transmembrane transporter activity
CLF1,GO:0000398,"mRNA splicing, via spliceosome"
CLF1,GO:0005681,spliceosomal complex
cysB,GO:0006535,cysteine biosynthetic process from serine
FRA1,GO:0046872,metal ion binding
FRA1,GO:0070006,metalloaminopeptidase activity
FRA1,GO:0110165,cellular anatomical entity
VHT1,GO:0016020,membrane
VHT1,GO:0022857,transmembrane transporter activity
PAF1,GO:0006368,transcription elongation by RNA polymerase II
PAF1,GO:0016570,histone modification
PAF1,GO:0016593,Cdc73/Paf1 complex
BUB1,GO:0000776,kinetochore
BUB1,GO:0004672,protein kinase activity
BUB1,GO:0005524,ATP binding
BUB1,GO:0006468,protein phosphorylation
BUB1,GO:0007094,mitotic spindle assembly checkpoint signaling
MRPL27,GO:0003735,structural constituent of ribosome
MRPL27,GO:0005762,mitochondrial large ribosomal subunit
RPS10A,GO:0005840,ribosome
APS1,GO:0006886,intracellular protein transport
APS1,GO:0030121,AP-1 adaptor complex
APS1,GO:0035615,clathrin adaptor activity
AKL1,GO:0004672,protein kinase activity
AKL1,GO:0005524,ATP binding
AKL1,GO:0006468,protein phosphorylation
SYM1,GO:0016020,membrane
CMC1,GO:0005743,mitochondrial inner membrane
YKE2,GO:0006457,protein folding
YKE2,GO:0016043,cellular component organization
YKE2,GO:0016272,prefoldin complex
YKE2,GO:0051082,unfolded protein binding
CDC36,GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening
CDC36,GO:0006355,regulation of DNA-templated transcription
CDC36,GO:0030015,CCR4-NOT core complex
GAA1,GO:0042765,GPI-anchor transamidase complex
GEP5,GO:0000002,mitochondrial genome maintenance
GEP5,GO:0005739,mitochondrion
TAF3,GO:0003743,translation initiation factor activity
TAF3,GO:0046982,protein heterodimerization activity
SUL2,GO:0008271,secondary active sulfate transmembrane transporter activity
SUL2,GO:0016020,membrane
NYV1,GO:0016020,membrane
NYV1,GO:0016192,vesicle-mediated transport
HRT3,GO:0019005,SCF ubiquitin ligase complex
HRT3,GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
JHD1,GO:0005634,nucleus
JHD1,GO:0046872,metal ion binding
MRPL49,GO:0005737,cytoplasm
MRPL49,GO:0005840,ribosome
EMC5,GO:0016020,membrane
EMC5,GO:0051234,establishment of localization
NMD2,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
NMD2,GO:0003723,RNA binding
NMD2,GO:0005737,cytoplasm
NSG2,GO:0005789,endoplasmic reticulum membrane
MKS1,GO:0032107,regulation of response to nutrient levels
NUG1,GO:0005525,GTP binding
MSS1,GO:0003924,GTPase activity
MSS1,GO:0005525,GTP binding
MSS1,GO:0006400,tRNA modification
RNR2,GO:0009263,deoxyribonucleotide biosynthetic process
RNR2,GO:0016491,oxidoreductase activity
MRPS18,GO:0003735,structural constituent of ribosome
MRPS18,GO:0005840,ribosome
MRPS18,GO:0006412,translation
MRPS18,GO:1990904,ribonucleoprotein complex
ENA5,GO:0005524,ATP binding
ENA5,GO:0015662,P-type ion transporter activity
ENA5,GO:0016020,membrane
ENA5,GO:0016887,ATP hydrolysis activity
ENA5,GO:0019829,ATPase-coupled monoatomic cation transmembrane transporter activity
ENA5,GO:0098662,inorganic cation transmembrane transport
GCN4,GO:0003700,DNA-binding transcription factor activity
ALD5,GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
SDO1,GO:0042256,cytosolic ribosome assembly
POM34,GO:0016020,membrane
ARO8,GO:0008483,transaminase activity
ARO8,GO:0009058,biosynthetic process
ARO8,GO:0030170,pyridoxal phosphate binding
RPN7,GO:0008541,"proteasome regulatory particle, lid subcomplex"
RPN7,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
TPO4,GO:0016020,membrane
TPO4,GO:0022857,transmembrane transporter activity
FUN26,GO:0005337,nucleoside transmembrane transporter activity
FUN26,GO:0016020,membrane
GZF3,GO:0003700,DNA-binding transcription factor activity
GZF3,GO:0005634,nucleus
GZF3,GO:0006357,regulation of transcription by RNA polymerase II
GZF3,GO:0008270,zinc ion binding
GZF3,GO:0043565,sequence-specific DNA binding
DBF2,GO:0004674,protein serine/threonine kinase activity
DBF2,GO:0005524,ATP binding
DBF2,GO:0006468,protein phosphorylation
SMA2,GO:0016020,membrane
TPC1,GO:0005743,mitochondrial inner membrane
TPC1,GO:0055085,transmembrane transport
ETT1,GO:0005634,nucleus
ETT1,GO:0006417,regulation of translation
MSN5,GO:0005049,nuclear export signal receptor activity
MSN5,GO:0005634,nucleus
MSN5,GO:0006611,protein export from nucleus
MSN5,GO:0031267,small GTPase binding
MSN5,GO:0051170,import into nucleus
LSM3,GO:0003723,RNA binding
LSM3,GO:0005634,nucleus
LSM3,GO:0006397,mRNA processing
LSM3,GO:0008380,RNA splicing
LSM3,GO:0120114,Sm-like protein family complex
LSM3,GO:1990904,ribonucleoprotein complex
RRG8,GO:0000002,mitochondrial genome maintenance
VHS3,GO:0003824,catalytic activity
TSR2,GO:0006364,rRNA processing
PCP1,GO:0004252,serine-type endopeptidase activity
PCP1,GO:0016020,membrane
ENT3,GO:0051179,localization
KAP95,GO:0005634,nucleus
KAP95,GO:0005737,cytoplasm
KAP95,GO:0006606,protein import into nucleus
KAP95,GO:0031267,small GTPase binding
RPL3,GO:0003735,structural constituent of ribosome
RPL3,GO:0005840,ribosome
RPL3,GO:0006412,translation
RPL3,GO:1990904,ribonucleoprotein complex
fabG,GO:0016491,oxidoreductase activity
ERV1,GO:0016971,flavin-linked sulfhydryl oxidase activity
MTC4,GO:0016020,membrane
BAR1,GO:0004190,aspartic-type endopeptidase activity
BAR1,GO:0006508,proteolysis
YPS7,GO:0004190,aspartic-type endopeptidase activity
YPS7,GO:0006508,proteolysis
BRR2,GO:0003676,nucleic acid binding
BRR2,GO:0004386,helicase activity
BRR2,GO:0005524,ATP binding
BRR2,GO:0006397,mRNA processing
BRR2,GO:0016787,hydrolase activity
QCR2,GO:0046872,metal ion binding
RPL2,GO:0003735,structural constituent of ribosome
RPL2,GO:0005840,ribosome
RPL2,GO:0006412,translation
RPL2,GO:1990904,ribonucleoprotein complex
RPB3,GO:0003677,DNA binding
RPB3,GO:0003899,DNA-directed 5'-3' RNA polymerase activity
RPB3,GO:0006351,DNA-templated transcription
RPB3,GO:0046983,protein dimerization activity
RPB3,GO:0055029,nuclear DNA-directed RNA polymerase complex
PHB1,GO:0005743,mitochondrial inner membrane
FIG1,GO:0016020,membrane
MET5,GO:0010181,FMN binding
MET5,GO:0016491,oxidoreductase activity
MET5,GO:0020037,heme binding
MET5,GO:0051536,iron-sulfur cluster binding
SPA2,GO:0110165,cellular anatomical entity
RKM3,GO:0006479,protein methylation
RKM3,GO:0008168,methyltransferase activity
NMD5,GO:0005634,nucleus
NMD5,GO:0006886,intracellular protein transport
NMD5,GO:0031267,small GTPase binding
NMD5,GO:0051170,import into nucleus
FAR1,GO:0016301,kinase activity
FAR1,GO:0016310,phosphorylation
SWE1,GO:0004672,protein kinase activity
SWE1,GO:0005524,ATP binding
SWE1,GO:0006468,protein phosphorylation
CIK1,GO:0008017,microtubule binding
OCH1,GO:0000009,"alpha-1,6-mannosyltransferase activity"
OCH1,GO:0005794,Golgi apparatus
OCH1,GO:0016020,membrane
OCH1,GO:1901135,carbohydrate derivative metabolic process
NUF2,GO:0007049,cell cycle
NUF2,GO:0031262,Ndc80 complex
NUF2,GO:0051301,cell division
COX18,GO:0016020,membrane
COX18,GO:0032977,membrane insertase activity
MNT2,GO:0000030,mannosyltransferase activity
MNT2,GO:0006486,protein glycosylation
MNT2,GO:0016020,membrane
LEE1,GO:0000209,protein polyubiquitination
LEE1,GO:0046872,metal ion binding
LEE1,GO:0061630,ubiquitin protein ligase activity
RRP5,GO:0003676,nucleic acid binding
RRP5,GO:0005730,nucleolus
RRP5,GO:0006364,rRNA processing
RRP5,GO:0032991,protein-containing complex
MRH4,GO:0003676,nucleic acid binding
MRH4,GO:0004386,helicase activity
MRH4,GO:0005524,ATP binding
sdh,GO:0016491,oxidoreductase activity
SUR1,GO:0005794,Golgi apparatus
SUR1,GO:0016020,membrane
SUR1,GO:0016740,transferase activity
SUR1,GO:1901135,carbohydrate derivative metabolic process
HAP1,GO:0003677,DNA binding
HAP1,GO:0003700,DNA-binding transcription factor activity
HAP1,GO:0008270,zinc ion binding
DLD1,GO:0008152,metabolic process
DLD1,GO:0016020,membrane
DLD1,GO:0016491,oxidoreductase activity
DLD1,GO:0071949,FAD binding
ITC1,GO:0005634,nucleus
UPS1,GO:0005743,mitochondrial inner membrane
UPS1,GO:0005758,mitochondrial intermembrane space
MCM1,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
MCM1,GO:0000987,cis-regulatory region sequence-specific DNA binding
MCM1,GO:0005634,nucleus
MCM1,GO:0045944,positive regulation of transcription by RNA polymerase II
MCM1,GO:0046983,protein dimerization activity
NGG1,GO:0005634,nucleus
MRM2,GO:0001510,RNA methylation
MRM2,GO:0008168,methyltransferase activity
MNR2,GO:0015095,magnesium ion transmembrane transporter activity
MNR2,GO:0016020,membrane
PUS5,GO:0001522,pseudouridine synthesis
PUS5,GO:0003723,RNA binding
PUS5,GO:0009982,pseudouridine synthase activity
NRP1,GO:0003723,RNA binding
NRP1,GO:0005634,nucleus
NRP1,GO:0046872,metal ion binding
NCR1,GO:0015918,sterol transport
NCR1,GO:0016020,membrane
PAT1,GO:0000290,deadenylation-dependent decapping of nuclear-transcribed mRNA
PAT1,GO:0005737,cytoplasm
PAT1,GO:0016853,isomerase activity
SLY1,GO:0016192,vesicle-mediated transport
UTP6,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
UTP6,GO:0005634,nucleus
UTP6,GO:0030515,snoRNA binding
UTP6,GO:0032991,protein-containing complex
SYG1,GO:0016020,membrane
SUP45,GO:0003747,translation release factor activity
SUP45,GO:0005737,cytoplasm
MRPS17,GO:0003735,structural constituent of ribosome
MRPS17,GO:0005840,ribosome
MRPS17,GO:0006412,translation
CAB5,GO:0004140,dephospho-CoA kinase activity
CAB5,GO:0005524,ATP binding
CAB5,GO:0015937,coenzyme A biosynthetic process
CAB5,GO:0016310,phosphorylation
SSM4,GO:0008270,zinc ion binding
SSM4,GO:0016020,membrane
FSH1,GO:0016787,hydrolase activity
GPI17,GO:0016255,attachment of GPI anchor to protein
GPI17,GO:0042765,GPI-anchor transamidase complex
GCS1,GO:0005096,GTPase activator activity
DUR1,GO:0005524,ATP binding
DUR1,GO:0016787,hydrolase activity
DUR1,GO:0016829,lyase activity
DUR1,GO:0016874,ligase activity
DUR1,GO:0044281,small molecule metabolic process
DUR1,GO:0046872,metal ion binding
ERV25,GO:0005737,cytoplasm
ERV25,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport
ERV25,GO:0016020,membrane
UTP4,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
UTP4,GO:0030686,90S preribosome
RPN9,GO:0008541,"proteasome regulatory particle, lid subcomplex"
RPN9,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
KHT2,GO:0016020,membrane
KHT2,GO:0022857,transmembrane transporter activity
APJ1,GO:0006457,protein folding
APJ1,GO:0030544,Hsp70 protein binding
APJ1,GO:0046872,metal ion binding
APJ1,GO:0051082,unfolded protein binding
MHR1,GO:0000002,mitochondrial genome maintenance
MHR1,GO:0000150,DNA strand exchange activity
MHR1,GO:0003697,single-stranded DNA binding
MHR1,GO:0005840,ribosome
PHO13,GO:0016791,phosphatase activity
TMA20,GO:0003723,RNA binding
TMA20,GO:0005737,cytoplasm
BXI1,GO:0016020,membrane
JJJ1,GO:0003676,nucleic acid binding
JJJ1,GO:0008270,zinc ion binding
JJJ1,GO:1990904,ribonucleoprotein complex
SGN1,GO:0003723,RNA binding
GIM4,GO:0006457,protein folding
GIM4,GO:0016043,cellular component organization
GIM4,GO:0016272,prefoldin complex
GIM4,GO:0051082,unfolded protein binding
TUM1,GO:0004792,thiosulfate sulfurtransferase activity
ECM1,GO:0005634,nucleus
ECM1,GO:0005737,cytoplasm
MAM33,GO:0005759,mitochondrial matrix
DOT5,GO:0016209,antioxidant activity
DOT5,GO:0016491,oxidoreductase activity
DOT5,GO:0034599,cellular response to oxidative stress
MRPL40,GO:0003735,structural constituent of ribosome
MRPL40,GO:0005840,ribosome
MRPL40,GO:0006412,translation
RPN8,GO:0005838,proteasome regulatory particle
RPN8,GO:0008237,metallopeptidase activity
SPO11,GO:0003677,DNA binding
SPO11,GO:0003918,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity"
SPO11,GO:0005524,ATP binding
SPO11,GO:0005694,chromosome
SPO11,GO:0006259,DNA metabolic process
SPO11,GO:0046872,metal ion binding
NET1,GO:0000183,rDNA heterochromatin formation
MEI5,GO:0005634,nucleus
MEI5,GO:0006281,DNA repair
UTP7,GO:0005730,nucleolus
THI72,GO:0016020,membrane
THI72,GO:0022857,transmembrane transporter activity
WAR1,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
WAR1,GO:0008270,zinc ion binding
MRPL50,GO:0005840,ribosome
MRPL50,GO:1990904,ribonucleoprotein complex
UBX7,GO:0051603,proteolysis involved in protein catabolic process
RPL31,GO:0003735,structural constituent of ribosome
RPL31,GO:0005840,ribosome
RPL31,GO:0006412,translation
RPL31,GO:1990904,ribonucleoprotein complex
RTK1,GO:0004672,protein kinase activity
RTK1,GO:0005524,ATP binding
RTK1,GO:0006468,protein phosphorylation
YEA4,GO:0008643,carbohydrate transport
YEA4,GO:0016020,membrane
YEA4,GO:0055085,transmembrane transport
NUP82,GO:0000055,ribosomal large subunit export from nucleus
NUP82,GO:0000056,ribosomal small subunit export from nucleus
NUP82,GO:0005643,nuclear pore
NUP82,GO:0015031,protein transport
NUP82,GO:0017056,structural constituent of nuclear pore
NUP82,GO:0051028,mRNA transport
COX9,GO:0016020,membrane
DSN1,GO:0000444,MIS12/MIND type complex
DSN1,GO:0007059,chromosome segregation
DSN1,GO:0051301,cell division
SKI3,GO:0006401,RNA catabolic process
SKI3,GO:0055087,Ski complex
DUG2,GO:0006508,proteolysis
DUG2,GO:0006751,glutathione catabolic process
DUG2,GO:0008233,peptidase activity
MET10,GO:0016491,oxidoreductase activity
TAE1,GO:0006480,N-terminal protein amino acid methylation
TAE1,GO:0008276,protein methyltransferase activity
BUD31,GO:0005634,nucleus
MRS4,GO:0016020,membrane
HNM1,GO:0006865,amino acid transport
HNM1,GO:0016020,membrane
HNM1,GO:0022857,transmembrane transporter activity
XPT1,GO:0016757,glycosyltransferase activity
XPT1,GO:1901576,organic substance biosynthetic process
PRP28,GO:0003676,nucleic acid binding
PRP28,GO:0004386,helicase activity
PRP28,GO:0005524,ATP binding
PRP28,GO:0016787,hydrolase activity
VMA4,GO:0033178,"proton-transporting two-sector ATPase complex, catalytic domain"
VMA4,GO:0046961,"proton-transporting ATPase activity, rotational mechanism"
VPS70,GO:0008237,metallopeptidase activity
VPS70,GO:0016020,membrane
MTC6,GO:0006629,lipid metabolic process
MTC6,GO:0008081,phosphoric diester hydrolase activity
MTC6,GO:0016020,membrane
DAL2,GO:0000256,allantoin catabolic process
DAL2,GO:0004037,allantoicase activity
SKG6,GO:0016020,membrane
MAK16,GO:0005730,nucleolus
RTN1,GO:0005789,endoplasmic reticulum membrane
CCH1,GO:0005216,monoatomic ion channel activity
CCH1,GO:0005509,calcium ion binding
CCH1,GO:0016020,membrane
UTP21,GO:0006364,rRNA processing
UTP21,GO:0032040,small-subunit processome
AHA1,GO:0001671,ATPase activator activity
AHA1,GO:0051087,protein-folding chaperone binding
AHA1,GO:0051879,Hsp90 protein binding
IVY1,GO:0000329,fungal-type vacuole membrane
IVY1,GO:0005543,phospholipid binding
IVY1,GO:0042144,"vacuole fusion, non-autophagic"
ZPR1,GO:0008270,zinc ion binding
LOT5,GO:0005634,nucleus
SLS1,GO:0005743,mitochondrial inner membrane
MSS4,GO:0005524,ATP binding
MSS4,GO:0016307,phosphatidylinositol phosphate kinase activity
MSS4,GO:0016310,phosphorylation
PMT7,GO:0016020,membrane
PMT7,GO:0016757,glycosyltransferase activity
PUN1,GO:0005886,plasma membrane
SEC1,GO:0016192,vesicle-mediated transport
SUM1,GO:0003677,DNA binding
PGC1,GO:0006629,lipid metabolic process
PGC1,GO:0008081,phosphoric diester hydrolase activity
SSF1,GO:0006364,rRNA processing
SSF1,GO:0019843,rRNA binding
TES1,GO:0006637,acyl-CoA metabolic process
TES1,GO:0047617,acyl-CoA hydrolase activity
CDC37,GO:0005737,cytoplasm
CDC37,GO:0019901,protein kinase binding
RKM1,GO:0006479,protein methylation
RKM1,GO:0008168,methyltransferase activity
ECM33,GO:0005886,plasma membrane
GEP4,GO:0008962,phosphatidylglycerophosphatase activity
PUS1,GO:0003723,RNA binding
PUS1,GO:0009982,pseudouridine synthase activity
PUS1,GO:0031119,tRNA pseudouridine synthesis
PUS1,GO:0043231,intracellular membrane-bounded organelle
GNT1-B,GO:0000139,Golgi membrane
GNT1-B,GO:0005774,vacuolar membrane
GNT1-B,GO:0016740,transferase activity
APN1,GO:0003677,DNA binding
APN1,GO:0006281,DNA repair
APN1,GO:0008270,zinc ion binding
APN1,GO:0016787,hydrolase activity
APN1,GO:0016829,lyase activity
HSP78,GO:0005524,ATP binding
HSP78,GO:0016887,ATP hydrolysis activity
MTG1,GO:0005525,GTP binding
HMO1,GO:0003677,DNA binding
HMO1,GO:0005634,nucleus
MPD2,GO:0016853,isomerase activity
fnx1,GO:0016020,membrane
fnx1,GO:0022857,transmembrane transporter activity
YRB1,GO:0006913,nucleocytoplasmic transport
RCF1,GO:0016020,membrane
CDC1,GO:0006506,GPI anchor biosynthetic process
CDC1,GO:0016020,membrane
CDC1,GO:0016787,hydrolase activity
CDC1,GO:0051301,cell division
SNX3,GO:0035091,phosphatidylinositol binding
NHP10,GO:0003677,DNA binding
NHP10,GO:0005634,nucleus
rps13,GO:0003723,RNA binding
rps13,GO:0003735,structural constituent of ribosome
rps13,GO:0005840,ribosome
rps13,GO:0006412,translation
rps13,GO:1990904,ribonucleoprotein complex
