Gene_names,GO_terms,GO_names
KLMA_30564,GO:0008270,zinc ion binding
KLMA_30564,GO:0016787,hydrolase activity
KLMA_30564,GO:0016829,lyase activity
KLMA_60101,GO:0005524,ATP binding
KLMA_60101,GO:0016887,ATP hydrolysis activity
KLMA_40557,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity
KLMA_40557,GO:0000307,cyclin-dependent protein kinase holoenzyme complex
KLMA_40557,GO:0019901,protein kinase binding
KLMA_30569,GO:0005525,GTP binding
KLMA_50546,GO:0003677,DNA binding
KLMA_50546,GO:0005634,nucleus
KLMA_30574,GO:0016853,isomerase activity
KLMA_50139,GO:0016020,membrane
KLMA_50139,GO:0022857,transmembrane transporter activity
KLMA_60116,GO:0006913,nucleocytoplasmic transport
KLMA_40572,GO:0016020,membrane
KLMA_50556,GO:0006506,GPI anchor biosynthetic process
KLMA_50556,GO:0016020,membrane
KLMA_50556,GO:0016787,hydrolase activity
KLMA_50556,GO:0051301,cell division
KLMA_30584,GO:0035091,phosphatidylinositol binding
KLMA_60121,GO:0003677,DNA binding
KLMA_60121,GO:0005634,nucleus
KLMA_40577,GO:0003723,RNA binding
KLMA_40577,GO:0003735,structural constituent of ribosome
KLMA_40577,GO:0005840,ribosome
KLMA_40577,GO:0006412,translation
KLMA_40577,GO:1990904,ribonucleoprotein complex
KLMA_60126,GO:0003677,DNA binding
KLMA_60126,GO:0005524,ATP binding
KLMA_60126,GO:0006281,DNA repair
KLMA_60126,GO:0006310,DNA recombination
KLMA_60126,GO:0061982,meiosis I cell cycle process
KLMA_60126,GO:0140664,ATP-dependent DNA damage sensor activity
KLMA_50159,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
KLMA_50159,GO:0003677,DNA binding
KLMA_50159,GO:0008270,zinc ion binding
KLMA_50159,GO:0016020,membrane
KLMA_50571,GO:0005525,GTP binding
KLMA_50571,GO:0016787,hydrolase activity
KLMA_30599,GO:0016787,hydrolase activity
KLMA_60136,GO:0006364,rRNA processing
KLMA_60136,GO:0019843,rRNA binding
KLMA_40592,GO:0005789,endoplasmic reticulum membrane
KLMA_40592,GO:0016740,transferase activity
KLMA_30604,GO:0018580,nitronate monooxygenase activity
KLMA_30604,GO:0051213,dioxygenase activity
KLMA_60141,GO:0007165,signal transduction
KLMA_60141,GO:0043087,regulation of GTPase activity
KLMA_50169,GO:0003924,GTPase activity
KLMA_50169,GO:0005525,GTP binding
KLMA_30609,GO:0016020,membrane
KLMA_30614,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
KLMA_30614,GO:0008270,zinc ion binding
KLMA_40602,GO:0003723,RNA binding
KLMA_40602,GO:1990904,ribonucleoprotein complex
KLMA_50179,GO:0005634,nucleus
KLMA_50179,GO:0005737,cytoplasm
KLMA_30619,GO:0005634,nucleus
KLMA_60156,GO:0005737,cytoplasm
KLMA_60156,GO:0005885,Arp2/3 protein complex
KLMA_60156,GO:0030041,actin filament polymerization
KLMA_60156,GO:0034314,Arp2/3 complex-mediated actin nucleation
KLMA_40607,GO:0003735,structural constituent of ribosome
KLMA_40607,GO:0005840,ribosome
KLMA_40607,GO:0006412,translation
KLMA_40607,GO:1990904,ribonucleoprotein complex
KLMA_50184,GO:0003938,IMP dehydrogenase activity
KLMA_50184,GO:0006164,purine nucleotide biosynthetic process
KLMA_50596,GO:0016020,membrane
KLMA_50189,GO:0005789,endoplasmic reticulum membrane
KLMA_30629,GO:0004672,protein kinase activity
KLMA_30629,GO:0005524,ATP binding
KLMA_30629,GO:0006468,protein phosphorylation
KLMA_50601,GO:0016020,membrane
KLMA_50194,GO:0003723,RNA binding
KLMA_50194,GO:0003735,structural constituent of ribosome
KLMA_50194,GO:0006412,translation
KLMA_50194,GO:0015934,large ribosomal subunit
KLMA_50194,GO:0016020,membrane
KLMA_50606,GO:0000160,phosphorelay signal transduction system
KLMA_50606,GO:0009927,histidine phosphotransfer kinase activity
KLMA_50606,GO:0043424,protein histidine kinase binding
KLMA_60176,GO:0051213,dioxygenase activity
KLMA_40627,GO:0016020,membrane
KLMA_40627,GO:0022857,transmembrane transporter activity
KLMA_50611,GO:0000172,ribonuclease MRP complex
KLMA_50611,GO:0001682,tRNA 5'-leader removal
KLMA_50611,GO:0005655,nucleolar ribonuclease P complex
KLMA_50209,GO:0005643,nuclear pore
KLMA_50209,GO:0015031,protein transport
KLMA_50209,GO:0046907,intracellular transport
KLMA_50209,GO:0051028,mRNA transport
KLMA_30654,GO:0016746,acyltransferase activity
KLMA_60191,GO:0005524,ATP binding
KLMA_60191,GO:0140662,ATP-dependent protein folding chaperone
KLMA_50012,GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
KLMA_60196,GO:0003924,GTPase activity
KLMA_60196,GO:0005525,GTP binding
KLMA_60196,GO:0005886,plasma membrane
KLMA_60196,GO:0007165,signal transduction
KLMA_30664,GO:0003735,structural constituent of ribosome
KLMA_30664,GO:0005840,ribosome
KLMA_30664,GO:0006412,translation
KLMA_30664,GO:1990904,ribonucleoprotein complex
KLMA_50229,GO:0005524,ATP binding
KLMA_50229,GO:0016301,kinase activity
KLMA_50229,GO:0016310,phosphorylation
KLMA_50022,GO:0005737,cytoplasm
KLMA_50022,GO:0006629,lipid metabolic process
KLMA_50022,GO:0008081,phosphoric diester hydrolase activity
KLMA_50234,GO:0006644,phospholipid metabolic process
KLMA_50234,GO:0016020,membrane
KLMA_50234,GO:0016746,acyltransferase activity
KLMA_50032,GO:0008643,carbohydrate transport
KLMA_50032,GO:0016020,membrane
KLMA_50032,GO:0022857,transmembrane transporter activity
KLMA_50244,GO:0016274,protein-arginine N-methyltransferase activity
KLMA_50244,GO:0018216,peptidyl-arginine methylation
KLMA_50037,GO:0003723,RNA binding
KLMA_50037,GO:0005737,cytoplasm
KLMA_50037,GO:0006396,RNA processing
KLMA_50037,GO:0008173,RNA methyltransferase activity
KLMA_50249,GO:0016020,membrane
KLMA_50249,GO:0022857,transmembrane transporter activity
KLMA_30684,GO:0008113,peptide-methionine (S)-S-oxide reductase activity
KLMA_60221,GO:0006865,amino acid transport
KLMA_60221,GO:0016020,membrane
KLMA_60221,GO:0055085,transmembrane transport
KLMA_50254,GO:0005199,structural constituent of cell wall
KLMA_30689,GO:0019903,protein phosphatase binding
KLMA_30689,GO:0043666,regulation of phosphoprotein phosphatase activity
KLMA_60226,GO:0003852,2-isopropylmalate synthase activity
KLMA_60226,GO:0009098,leucine biosynthetic process
KLMA_50264,GO:0003735,structural constituent of ribosome
KLMA_50264,GO:0005840,ribosome
KLMA_50264,GO:0006412,translation
KLMA_50264,GO:1990904,ribonucleoprotein complex
KLMA_60231,GO:0047429,nucleoside triphosphate diphosphatase activity
KLMA_60236,GO:0003677,DNA binding
KLMA_60236,GO:0003899,DNA-directed 5'-3' RNA polymerase activity
KLMA_60236,GO:0006351,DNA-templated transcription
KLMA_60236,GO:0046983,protein dimerization activity
KLMA_60236,GO:0055029,nuclear DNA-directed RNA polymerase complex
KLMA_50274,GO:0005524,ATP binding
KLMA_50274,GO:0140662,ATP-dependent protein folding chaperone
KLMA_60241,GO:0016020,membrane
KLMA_50279,GO:0016491,oxidoreductase activity
KLMA_50279,GO:0070887,cellular response to chemical stimulus
KLMA_50062,GO:0003677,DNA binding
KLMA_50062,GO:0005634,nucleus
KLMA_50284,GO:0005506,iron ion binding
KLMA_50284,GO:0008610,lipid biosynthetic process
KLMA_50284,GO:0016020,membrane
KLMA_50284,GO:0016491,oxidoreductase activity
KLMA_50284,GO:0044255,cellular lipid metabolic process
KLMA_50067,GO:0009058,biosynthetic process
KLMA_50067,GO:0016740,transferase activity
KLMA_50067,GO:0030170,pyridoxal phosphate binding
KLMA_60251,GO:0003677,DNA binding
KLMA_60251,GO:0005664,nuclear origin of replication recognition complex
KLMA_60251,GO:0006260,DNA replication
KLMA_50289,GO:0016020,membrane
KLMA_50294,GO:0003743,translation initiation factor activity
KLMA_50294,GO:0005669,transcription factor TFIID complex
KLMA_50294,GO:0006367,transcription initiation at RNA polymerase II promoter
KLMA_60256,GO:0016020,membrane
KLMA_60256,GO:0022857,transmembrane transporter activity
KLMA_50077,GO:0004725,protein tyrosine phosphatase activity
KLMA_50077,GO:0006470,protein dephosphorylation
KLMA_50077,GO:0008138,protein tyrosine/serine/threonine phosphatase activity
KLMA_60261,GO:0016301,kinase activity
KLMA_60261,GO:0016310,phosphorylation
KLMA_60266,GO:0003677,DNA binding
KLMA_60266,GO:0003700,DNA-binding transcription factor activity
KLMA_60266,GO:0005634,nucleus
KLMA_50309,GO:0006364,rRNA processing
KLMA_40005,GO:0016829,lyase activity
KLMA_50087,GO:0015031,protein transport
KLMA_50087,GO:0016020,membrane
KLMA_40010,GO:0000166,nucleotide binding
KLMA_60276,GO:0000398,"mRNA splicing, via spliceosome"
KLMA_60276,GO:0003723,RNA binding
KLMA_60276,GO:0005681,spliceosomal complex
KLMA_60276,GO:0008270,zinc ion binding
KLMA_60281,GO:0016791,phosphatase activity
KLMA_60281,GO:0046855,obsolete inositol phosphate dephosphorylation
KLMA_60281,GO:0046856,phosphatidylinositol dephosphorylation
KLMA_50102,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
KLMA_50102,GO:0003677,DNA binding
KLMA_50102,GO:0008270,zinc ion binding
KLMA_50329,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
KLMA_50329,GO:0003677,DNA binding
KLMA_50329,GO:0005634,nucleus
KLMA_50329,GO:0008270,zinc ion binding
KLMA_50329,GO:0045944,positive regulation of transcription by RNA polymerase II
KLMA_40025,GO:0008168,methyltransferase activity
KLMA_40025,GO:0032259,methylation
KLMA_40025,GO:0046982,protein heterodimerization activity
KLMA_50107,GO:0005737,cytoplasm
KLMA_50107,GO:0008157,protein phosphatase 1 binding
KLMA_50107,GO:0019888,protein phosphatase regulator activity
KLMA_60291,GO:0003677,DNA binding
KLMA_40030,GO:0006139,nucleobase-containing compound metabolic process
KLMA_40030,GO:0016814,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines"
KLMA_50112,GO:0016020,membrane
KLMA_50112,GO:0016192,vesicle-mediated transport
KLMA_50339,GO:0008643,carbohydrate transport
KLMA_50339,GO:0016020,membrane
KLMA_50339,GO:0055085,transmembrane transport
KLMA_50344,GO:0005524,ATP binding
KLMA_50344,GO:0016887,ATP hydrolysis activity
KLMA_50344,GO:0051082,unfolded protein binding
KLMA_50344,GO:0140662,ATP-dependent protein folding chaperone
KLMA_50354,GO:0046872,metal ion binding
KLMA_40050,GO:0016787,hydrolase activity
KLMA_60306,GO:0003714,transcription corepressor activity
KLMA_50364,GO:0008643,carbohydrate transport
KLMA_50364,GO:0016020,membrane
KLMA_50364,GO:0022857,transmembrane transporter activity
KLMA_40060,GO:0016020,membrane
KLMA_60316,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
KLMA_60316,GO:0008270,zinc ion binding
KLMA_50369,GO:0000398,"mRNA splicing, via spliceosome"
KLMA_50369,GO:0003723,RNA binding
KLMA_50132,GO:0003743,translation initiation factor activity
KLMA_60321,GO:0008270,zinc ion binding
KLMA_60014,GO:0016042,lipid catabolic process
KLMA_40065,GO:0006886,intracellular protein transport
KLMA_40065,GO:0016020,membrane
KLMA_40065,GO:0034066,Ric1-Rgp1 guanyl-nucleotide exchange factor complex
KLMA_50374,GO:0000145,exocyst
KLMA_50374,GO:0006887,exocytosis
KLMA_40070,GO:0016020,membrane
KLMA_40070,GO:0046873,metal ion transmembrane transporter activity
KLMA_60326,GO:0003677,DNA binding
KLMA_50379,GO:0015079,potassium ion transmembrane transporter activity
KLMA_50379,GO:0016020,membrane
KLMA_60029,GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors"
KLMA_60029,GO:0050660,flavin adenine dinucleotide binding
KLMA_60336,GO:0003743,translation initiation factor activity
KLMA_60336,GO:0006367,transcription initiation at RNA polymerase II promoter
KLMA_60034,GO:0016020,membrane
KLMA_50394,GO:0005794,Golgi apparatus
KLMA_50394,GO:0015031,protein transport
KLMA_50394,GO:0016020,membrane
KLMA_40090,GO:0016787,hydrolase activity
KLMA_50399,GO:0000502,proteasome complex
KLMA_50399,GO:0070682,proteasome regulatory particle assembly
KLMA_40095,GO:0003779,actin binding
KLMA_40095,GO:0005634,nucleus
KLMA_40095,GO:0005737,cytoplasm
KLMA_40095,GO:0071846,actin filament debranching
KLMA_40095,GO:0071933,Arp2/3 complex binding
KLMA_60049,GO:0000217,DNA secondary structure binding
KLMA_60049,GO:0007130,synaptonemal complex assembly
KLMA_60049,GO:0010520,regulation of reciprocal meiotic recombination
KLMA_50404,GO:0006886,intracellular protein transport
KLMA_50404,GO:0016192,vesicle-mediated transport
KLMA_50404,GO:0030131,clathrin adaptor complex
KLMA_40100,GO:0003723,RNA binding
KLMA_60356,GO:0000750,pheromone-dependent signal transduction involved in conjugation with cellular fusion
KLMA_60356,GO:0000772,mating pheromone activity
KLMA_60356,GO:0005576,extracellular region
KLMA_60356,GO:0007618,mating
KLMA_60054,GO:0042546,cell wall biogenesis
KLMA_60361,GO:0016020,membrane
KLMA_40105,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds"
KLMA_40105,GO:0071704,organic substance metabolic process
KLMA_50414,GO:0000959,mitochondrial RNA metabolic process
KLMA_50414,GO:0005739,mitochondrion
KLMA_50142,GO:0003723,RNA binding
KLMA_50142,GO:0003743,translation initiation factor activity
KLMA_60064,GO:0003735,structural constituent of ribosome
KLMA_60064,GO:0005840,ribosome
KLMA_60064,GO:0006412,translation
KLMA_60064,GO:1990904,ribonucleoprotein complex
KLMA_60366,GO:0004843,cysteine-type deubiquitinase activity
KLMA_60366,GO:1990380,K48-linked deubiquitinase activity
KLMA_50147,GO:0001671,ATPase activator activity
KLMA_50147,GO:0044571,[2Fe-2S] cluster assembly
KLMA_50147,GO:0051087,protein-folding chaperone binding
KLMA_50147,GO:0051259,protein complex oligomerization
KLMA_40110,GO:0003860,3-hydroxyisobutyryl-CoA hydrolase activity
KLMA_60371,GO:0000725,recombinational repair
KLMA_60371,GO:0030896,checkpoint clamp complex
KLMA_60371,GO:0031573,mitotic intra-S DNA damage checkpoint signaling
KLMA_60371,GO:0051321,meiotic cell cycle
KLMA_60376,GO:0003677,DNA binding
KLMA_40120,GO:0003735,structural constituent of ribosome
KLMA_40120,GO:0005840,ribosome
KLMA_40120,GO:0006412,translation
KLMA_40120,GO:1990904,ribonucleoprotein complex
KLMA_60381,GO:0004674,protein serine/threonine kinase activity
KLMA_60381,GO:0005524,ATP binding
KLMA_60381,GO:0006468,protein phosphorylation
KLMA_60084,GO:0000794,condensed nuclear chromosome
KLMA_60084,GO:0007131,reciprocal meiotic recombination
KLMA_50167,GO:0005886,plasma membrane
KLMA_50172,GO:0005783,endoplasmic reticulum
KLMA_50172,GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"
KLMA_50172,GO:0015031,protein transport
KLMA_60094,GO:0005737,cytoplasm
KLMA_60396,GO:0003723,RNA binding
KLMA_50449,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
KLMA_50449,GO:0003677,DNA binding
KLMA_50449,GO:0008270,zinc ion binding
KLMA_60099,GO:0016020,membrane
KLMA_40140,GO:0006457,protein folding
KLMA_40140,GO:0030544,Hsp70 protein binding
KLMA_40140,GO:0046872,metal ion binding
KLMA_40140,GO:0051082,unfolded protein binding
KLMA_50454,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity
KLMA_50454,GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity
KLMA_50454,GO:0044772,mitotic cell cycle phase transition
KLMA_40145,GO:0001731,formation of translation preinitiation complex
KLMA_40145,GO:0003723,RNA binding
KLMA_40145,GO:0003743,translation initiation factor activity
KLMA_60406,GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity"
KLMA_60406,GO:0006198,cAMP catabolic process
KLMA_50192,GO:0005789,endoplasmic reticulum membrane
KLMA_50192,GO:0006487,protein N-linked glycosylation
KLMA_50192,GO:0006629,lipid metabolic process
KLMA_50192,GO:0047874,dolichyldiphosphatase activity
KLMA_60109,GO:0004672,protein kinase activity
KLMA_60109,GO:0005524,ATP binding
KLMA_60109,GO:0006468,protein phosphorylation
KLMA_50464,GO:0016020,membrane
KLMA_60411,GO:0005838,proteasome regulatory particle
KLMA_60411,GO:0006508,proteolysis
KLMA_60114,GO:0008299,isoprenoid biosynthetic process
KLMA_60114,GO:0016740,transferase activity
KLMA_50469,GO:0051087,protein-folding chaperone binding
KLMA_60416,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
KLMA_60416,GO:0008270,zinc ion binding
KLMA_50207,GO:0005524,ATP binding
KLMA_50207,GO:0016887,ATP hydrolysis activity
KLMA_60124,GO:0016020,membrane
KLMA_50479,GO:0000423,mitophagy
KLMA_50479,GO:0140580,mitochondrion autophagosome adaptor activity
KLMA_60426,GO:0004806,triglyceride lipase activity
KLMA_60426,GO:0016020,membrane
KLMA_60426,GO:0016042,lipid catabolic process
KLMA_50484,GO:0044265,obsolete cellular macromolecule catabolic process
KLMA_50217,GO:0016787,hydrolase activity
KLMA_60134,GO:0000030,mannosyltransferase activity
KLMA_60134,GO:0006486,protein glycosylation
KLMA_50489,GO:0005385,zinc ion transmembrane transporter activity
KLMA_50489,GO:0016020,membrane
KLMA_60139,GO:0031932,TORC2 complex
KLMA_50222,GO:0004672,protein kinase activity
KLMA_50222,GO:0005524,ATP binding
KLMA_50222,GO:0006468,protein phosphorylation
KLMA_60441,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
KLMA_60441,GO:0008270,zinc ion binding
KLMA_40185,GO:0045048,protein insertion into ER membrane
KLMA_50232,GO:0006865,amino acid transport
KLMA_50232,GO:0016020,membrane
KLMA_50232,GO:0022857,transmembrane transporter activity
KLMA_60144,GO:0016020,membrane
KLMA_50237,GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)"
KLMA_50237,GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism"
KLMA_50504,GO:0006479,protein methylation
KLMA_40190,GO:0007131,reciprocal meiotic recombination
KLMA_60149,GO:0005634,nucleus
KLMA_60456,GO:0005634,nucleus
KLMA_60456,GO:0005737,cytoplasm
KLMA_50247,GO:0003735,structural constituent of ribosome
KLMA_50247,GO:0005739,mitochondrion
KLMA_50247,GO:0005840,ribosome
KLMA_50247,GO:1990904,ribonucleoprotein complex
KLMA_50514,GO:0017178,diphthine-ammonia ligase activity
KLMA_40200,GO:0016301,kinase activity
KLMA_40200,GO:0016310,phosphorylation
KLMA_50252,GO:0016020,membrane
KLMA_50519,GO:0006596,polyamine biosynthetic process
KLMA_50519,GO:0016740,transferase activity
KLMA_60471,GO:0004252,serine-type endopeptidase activity
KLMA_60471,GO:0006508,proteolysis
KLMA_60471,GO:0110165,cellular anatomical entity
KLMA_50262,GO:0003735,structural constituent of ribosome
KLMA_50262,GO:0005840,ribosome
KLMA_50262,GO:0006412,translation
KLMA_50262,GO:1990904,ribonucleoprotein complex
KLMA_50529,GO:0003676,nucleic acid binding
KLMA_40215,GO:0000723,telomere maintenance
KLMA_40215,GO:0000781,"chromosome, telomeric region"
KLMA_40215,GO:0003677,DNA binding
KLMA_40215,GO:0051301,cell division
KLMA_50267,GO:0016020,membrane
KLMA_50534,GO:0005085,guanyl-nucleotide exchange factor activity
KLMA_50534,GO:0005794,Golgi apparatus
KLMA_50534,GO:0015031,protein transport
KLMA_50534,GO:0032012,regulation of ARF protein signal transduction
KLMA_60481,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
KLMA_60481,GO:0016652,"oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor"
KLMA_50272,GO:0005085,guanyl-nucleotide exchange factor activity
KLMA_50272,GO:0035556,intracellular signal transduction
KLMA_50272,GO:0110165,cellular anatomical entity
KLMA_60486,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity
KLMA_60486,GO:0000307,cyclin-dependent protein kinase holoenzyme complex
KLMA_60486,GO:0019901,protein kinase binding
KLMA_60184,GO:0000214,tRNA-intron endonuclease complex
KLMA_60184,GO:0000379,tRNA-type intron splice site recognition and cleavage
KLMA_60184,GO:0003676,nucleic acid binding
KLMA_60184,GO:0004519,endonuclease activity
KLMA_60491,GO:0003735,structural constituent of ribosome
KLMA_60491,GO:0005840,ribosome
KLMA_60491,GO:0006414,translational elongation
KLMA_60491,GO:1990904,ribonucleoprotein complex
KLMA_50549,GO:0004222,metalloendopeptidase activity
KLMA_50549,GO:0006508,proteolysis
KLMA_50549,GO:0046872,metal ion binding
KLMA_50292,GO:0016020,membrane
KLMA_60199,GO:0005634,nucleus
KLMA_60199,GO:0046982,protein heterodimerization activity
KLMA_50559,GO:0003735,structural constituent of ribosome
KLMA_50559,GO:0005840,ribosome
KLMA_50559,GO:0006412,translation
KLMA_50559,GO:1990904,ribonucleoprotein complex
KLMA_40245,GO:0005524,ATP binding
KLMA_40245,GO:0016020,membrane
KLMA_40245,GO:0016887,ATP hydrolysis activity
KLMA_40245,GO:0140359,ABC-type transporter activity
KLMA_40245,GO:1990961,xenobiotic detoxification by transmembrane export across the plasma membrane
KLMA_50574,GO:0005227,calcium activated cation channel activity
KLMA_50574,GO:0016020,membrane
KLMA_40260,GO:0016020,membrane
KLMA_50579,GO:0016491,oxidoreductase activity
KLMA_50312,GO:0000502,proteasome complex
KLMA_50312,GO:0043248,proteasome assembly
KLMA_50589,GO:0006644,phospholipid metabolic process
KLMA_50589,GO:0016020,membrane
KLMA_60239,GO:0016236,macroautophagy
KLMA_60239,GO:0043087,regulation of GTPase activity
KLMA_60239,GO:0048193,Golgi vesicle transport
KLMA_60239,GO:0051649,establishment of localization in cell
KLMA_50594,GO:0003723,RNA binding
KLMA_50327,GO:0016020,membrane
KLMA_50327,GO:0022857,transmembrane transporter activity
KLMA_60244,GO:0016020,membrane
KLMA_50332,GO:0016020,membrane
KLMA_50332,GO:0022857,transmembrane transporter activity
KLMA_60249,GO:0003735,structural constituent of ribosome
KLMA_60249,GO:0005840,ribosome
KLMA_60249,GO:0006412,translation
KLMA_60249,GO:1990904,ribonucleoprotein complex
KLMA_50337,GO:0004252,serine-type endopeptidase activity
KLMA_50337,GO:0016020,membrane
KLMA_40265,GO:0004784,superoxide dismutase activity
KLMA_40265,GO:0005840,ribosome
KLMA_40265,GO:0046872,metal ion binding
KLMA_60501,GO:0005094,Rho GDP-dissociation inhibitor activity
KLMA_60501,GO:0005737,cytoplasm
KLMA_60501,GO:0007266,Rho protein signal transduction
KLMA_50342,GO:0016043,cellular component organization
KLMA_50342,GO:0110165,cellular anatomical entity
KLMA_60511,GO:0000413,protein peptidyl-prolyl isomerization
KLMA_60511,GO:0003755,peptidyl-prolyl cis-trans isomerase activity
KLMA_60511,GO:0006457,protein folding
KLMA_60264,GO:0005741,mitochondrial outer membrane
KLMA_60264,GO:0006886,intracellular protein transport
KLMA_50357,GO:0000796,condensin complex
KLMA_50357,GO:0007076,mitotic chromosome condensation
KLMA_50357,GO:0051301,cell division
KLMA_60521,GO:0016020,membrane
KLMA_60521,GO:0016491,oxidoreductase activity
KLMA_50624,GO:0019825,oxygen binding
KLMA_50624,GO:0020037,heme binding
KLMA_60274,GO:0004674,protein serine/threonine kinase activity
KLMA_60274,GO:0005524,ATP binding
KLMA_60274,GO:0006468,protein phosphorylation
KLMA_50362,GO:0016020,membrane
KLMA_50362,GO:0022857,transmembrane transporter activity
KLMA_60531,GO:0006862,nucleotide transport
KLMA_60531,GO:0016020,membrane
KLMA_60531,GO:0055085,transmembrane transport
KLMA_60536,GO:0000902,cell morphogenesis
KLMA_50377,GO:0005874,microtubule
KLMA_60289,GO:0006893,Golgi to plasma membrane transport
KLMA_60289,GO:0015031,protein transport
KLMA_60289,GO:0034044,exomer complex
KLMA_60546,GO:0003677,DNA binding
KLMA_40270,GO:0004672,protein kinase activity
KLMA_40270,GO:0005524,ATP binding
KLMA_40270,GO:0006468,protein phosphorylation
KLMA_50382,GO:0005741,mitochondrial outer membrane
KLMA_50634,GO:0016740,transferase activity
KLMA_40275,GO:0005681,spliceosomal complex
KLMA_50387,GO:0016020,membrane
KLMA_40285,GO:0005774,vacuolar membrane
KLMA_70004,GO:0016020,membrane
KLMA_60309,GO:0006729,tetrahydrobiopterin biosynthetic process
KLMA_60309,GO:0008124,4-alpha-hydroxytetrahydrobiopterin dehydratase activity
KLMA_70009,GO:0000128,flocculation
KLMA_70009,GO:0009986,cell surface
KLMA_50402,GO:0003852,2-isopropylmalate synthase activity
KLMA_50402,GO:0009098,leucine biosynthetic process
KLMA_60314,GO:0005524,ATP binding
KLMA_60314,GO:0005525,GTP binding
KLMA_60314,GO:0016887,ATP hydrolysis activity
KLMA_60319,GO:0016787,hydrolase activity
KLMA_70019,GO:0005739,mitochondrion
KLMA_60324,GO:0005634,nucleus
KLMA_60324,GO:0007064,mitotic sister chromatid cohesion
KLMA_60324,GO:0051301,cell division
KLMA_60002,GO:0005737,cytoplasm
KLMA_60002,GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
KLMA_60002,GO:0046483,heterocycle metabolic process
KLMA_60002,GO:1901360,organic cyclic compound metabolic process
KLMA_40310,GO:0045290,D-arabinose 1-dehydrogenase [NAD(P)+] activity
KLMA_70029,GO:0005096,GTPase activator activity
KLMA_70029,GO:0035556,intracellular signal transduction
KLMA_60329,GO:0003677,DNA binding
KLMA_60329,GO:0005634,nucleus
KLMA_50422,GO:0005634,nucleus
KLMA_50422,GO:0016020,membrane
KLMA_60007,GO:0000128,flocculation
KLMA_60007,GO:0009986,cell surface
KLMA_40320,GO:0046872,metal ion binding
KLMA_60334,GO:0016020,membrane
KLMA_60334,GO:0016791,phosphatase activity
KLMA_70039,GO:0003676,nucleic acid binding
KLMA_70039,GO:0008270,zinc ion binding
KLMA_70039,GO:1990904,ribonucleoprotein complex
KLMA_50427,GO:0000244,spliceosomal tri-snRNP complex assembly
KLMA_50427,GO:0046540,U4/U6 x U5 tri-snRNP complex
KLMA_40325,GO:0016020,membrane
KLMA_60017,GO:0015095,magnesium ion transmembrane transporter activity
KLMA_60017,GO:0016020,membrane
KLMA_60339,GO:0005743,mitochondrial inner membrane
KLMA_60339,GO:0055085,transmembrane transport
KLMA_70049,GO:0005787,signal peptidase complex
KLMA_70049,GO:0006465,signal peptide processing
KLMA_60344,GO:0016192,vesicle-mediated transport
KLMA_50437,GO:0010181,FMN binding
KLMA_60027,GO:0005739,mitochondrion
KLMA_60027,GO:0016491,oxidoreductase activity
KLMA_70054,GO:0003924,GTPase activity
KLMA_70054,GO:0005525,GTP binding
KLMA_50442,GO:0005509,calcium ion binding
KLMA_40340,GO:0005096,GTPase activator activity
KLMA_40340,GO:0006355,regulation of DNA-templated transcription
KLMA_40340,GO:0043565,sequence-specific DNA binding
KLMA_60032,GO:0006807,nitrogen compound metabolic process
KLMA_60032,GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
KLMA_40345,GO:0006508,proteolysis
KLMA_40345,GO:0008234,cysteine-type peptidase activity
KLMA_40345,GO:0019783,ubiquitin-like protein peptidase activity
KLMA_70064,GO:0005524,ATP binding
KLMA_70064,GO:0016740,transferase activity
KLMA_70064,GO:0070647,protein modification by small protein conjugation or removal
KLMA_60354,GO:0003723,RNA binding
KLMA_70069,GO:0005730,nucleolus
KLMA_70069,GO:0042254,ribosome biogenesis
KLMA_60359,GO:0005634,nucleus
KLMA_60359,GO:0007094,mitotic spindle assembly checkpoint signaling
